distance,duration
2743.1,550.3
5729.5,1173.2
18199.2,3767.5
4377.9,918.6
7583.5,1539.2
7338.5,1478.5
9075.1,1815.0
5373.6,1128.1
20013.8,4122.7
7950.5,1623.5
7489.8,1508.9
11179.5,2371.3
10467.0,2184.9
15382.3,3476.0
11572.6,2362.6
4749.8,993.0
1912.1,394.9
11949.2,2422.6
6425.6,1307.9
9385.6,1919.2
22630.8,4560.6
8293.4,1714.1
10419.9,2154.2
5641.9,1149.1
6908.3,1412.7
12099.4,2437.5
19908.8,4079.8
2070.3,428.4
12742.9,2551.8
1866.4,642.3
18688.7,3784.8
4541.3,916.3
7099.7,1476.7
11694.5,2357.4
7902.9,1611.5
9977.9,2142.5
4540.5,920.6
7973.8,1608.4
20052.6,4819.8
17612.6,3690.9
3520.3,704.0
4865.9,1057.8
21041.6,4264.4
7570.6,1536.6
15237.6,3115.9
11055.4,2233.2
8447.6,1722.5
4999.3,1010.7
11642.0,2585.7
1016.5,220.5
8164.3,1632.8
2316.4,480.2
5444.0,1101.5
7307.4,1475.5
15252.2,3233.9
3786.8,765.4
10419.9,2154.2
8371.3,1690.7
2456.9,497.0
10144.6,2052.0
22112.3,4443.5
18078.1,3647.3
2246.7,451.1
16531.2,3483.5
6797.4,1384.3
7444.2,1507.3
9666.4,1968.8
7906.1,1592.3
12840.4,2632.7
16603.0,3439.2
7906.7,1655.5
4310.4,923.2
2233.5,450.4
1239.7,247.9
12253.4,2510.6
5791.2,1163.7
25966.1,6253.9
2527.5,569.1
3575.3,719.6
12400.6,2534.3
16186.4,3294.6
4292.2,870.2
6294.2,1355.9
2429.0,490.7
16450.1,3365.0
1774.2,379.6
16618.9,3369.8
8233.5,1657.6
8806.6,1776.3
8081.5,1742.9
13185.6,2664.7
18735.5,4514.6
4422.4,902.4
31109.7,6387.9
11765.9,2510.6
3033.4,693.7
4450.3,969.2
2616.4,528.2
6993.8,1568.9
20622.3,4289.5
18366.1,3708.0
4920.6,1001.6
4007.3,820.6
1528.5,305.7
10396.8,2087.4
8532.6,1723.3
7417.0,1531.8
13023.8,2814.5
17074.0,3501.4
9061.7,1914.1
4465.5,922.2
12203.3,2493.9
24528.4,6153.1
1923.6,400.0
5941.6,1276.1
7470.6,1520.8
12329.1,2482.9
15041.6,3025.2
14623.5,3006.2
3451.5,690.3
5050.9,1017.2
7579.5,1529.9
4399.5,882.3
8472.3,1728.0
11367.8,2289.6
2612.3,531.1
26514.9,6398.6
7186.8,1463.8
2356.3,480.2
4672.4,963.1
3206.0,669.7
13124.3,2646.2
9134.0,1833.0
8454.4,1699.8
13507.9,2720.7
7576.8,1526.5
14988.1,3103.1
1593.8,318.8
2904.7,580.9
7962.9,1655.5
10509.6,2170.5
8910.5,1893.3
6103.8,1220.7
1033.8,206.7
6722.7,1353.4
10609.7,2209.9
12546.8,2581.9
14825.8,3014.4
7748.4,1652.7
3292.6,696.8
15061.8,3110.5
1447.5,289.5
10348.9,2166.3
7889.2,1654.7
2141.3,440.5
2466.5,511.6
2779.1,594.8
4061.4,831.3
9950.7,2051.6
17247.2,3471.1
3973.4,822.7
3815.7,771.1
5842.4,1203.2
7298.8,1468.6
4430.7,958.5
1204.6,260.6
18350.9,3781.8
16927.7,3575.0
7388.9,1490.5
768.3,169.5
8910.5,1893.3
15432.0,3106.2
9229.2,1883.6
15029.7,3207.5
5119.6,1045.4
7877.6,1593.9
21702.5,4840.8
6474.6,1427.1
7818.8,1625.2
10189.9,2075.7
9278.3,1899.2
12665.0,2660.5
3466.4,712.3
11422.1,2313.0
16514.7,3527.7
7965.9,1604.0
11847.4,2403.4
18805.3,3866.4
6990.6,1407.0
2784.9,557.0
4165.0,930.8
13900.2,2842.4
2907.7,587.4
5021.7,1059.5
8041.3,1626.7
7291.5,1556.5
27863.8,5730.0
4414.1,910.8
4672.4,963.1
8662.9,1811.6
5983.5,1300.2
4149.1,829.8
15214.9,3072.7
11563.0,2324.1
5327.2,1079.9
19976.0,4674.2
15984.5,3310.7
7145.9,1446.6
4872.9,992.1
4948.6,1098.2
14848.9,3033.8
5302.8,1115.8
17720.0,3634.0
3000.7,627.4
8304.6,1665.0
10225.1,2173.4
14332.6,2873.5
10009.3,2047.7
2276.4,455.3
8360.0,1729.9
7818.8,1625.2
2743.0,550.2
4430.7,958.5
10804.3,2178.3
21873.5,4445.0
6532.9,1308.9
11017.4,2254.2
7154.8,1468.4
11407.5,2516.7
11257.4,2306.2
10392.1,2106.8
16405.1,3283.4
30180.7,6570.6
1340.3,280.7
6339.8,1267.9
4913.9,1045.8
18110.9,3715.0
5901.0,1225.1
7897.1,1666.0
9303.6,1900.4
3250.3,691.1
2260.4,453.9
3679.7,737.5
7084.9,1416.9
2906.0,581.2
7206.8,1443.3
14305.7,2885.5
10470.9,2228.9
3869.4,820.5
5941.3,1216.6
20632.9,4918.3
8317.3,1714.5
10801.3,2223.5
15980.9,3222.0
11025.0,2223.7
3575.3,719.6
3555.4,731.8
15041.6,3025.2
6585.1,1373.3
7440.5,1488.1
8149.0,1642.3
10357.6,2112.4
10801.3,2223.5
15165.3,3114.0
4849.7,974.8
1392.1,303.1
12963.7,2610.6
7947.3,1609.1
3632.5,745.0
6636.3,1352.0
6216.9,1287.2
9709.5,1941.9
5043.7,1008.7
14555.5,2938.8
2359.9,472.0
6299.3,1259.8
1940.5,564.6
23151.0,4715.7
22079.7,4521.9
8103.8,1628.8
8363.1,1759.7
18572.5,3718.3
14307.7,2898.9
4245.5,869.0
11697.6,2395.2
16767.5,3383.1
2552.7,536.2
5167.5,1065.6
17803.6,3965.2
14899.8,3082.9
9075.2,2012.9
19387.1,4063.2
13212.7,2650.9
8564.0,1764.3
7951.3,1604.7
11157.3,2314.1
8918.7,1793.0
20063.4,4039.8
14595.2,2971.7
12037.8,2717.9
10786.1,2334.9
4296.6,876.6
12274.9,2454.9
17583.2,3543.6
11737.1,2347.4
24138.7,5615.9
8761.1,1775.8
6349.5,1372.7
18194.2,3691.0
7441.9,1488.4
3037.8,641.6
4482.0,897.6
3549.9,739.3
6806.1,1370.1
10796.5,2164.2
7262.1,1475.5
8209.1,1663.4
5049.6,1029.6
3474.2,792.8
6582.0,1316.4
7378.8,1578.7
3792.5,758.5
3929.4,806.9
15380.4,3079.3
17976.2,3645.2
20340.5,4125.6
7214.4,1466.0
6488.8,1297.7
16001.8,3250.0
7906.7,1655.5
17941.4,3651.2
22900.8,4852.9
10392.1,2106.8
9699.2,1952.8
7950.3,1653.2
15629.3,3188.1
9278.3,1899.2
6694.0,1369.7
7346.4,1483.1
1443.3,290.4
6141.5,1272.1
1242.1,253.9
13020.1,2624.4
10891.1,2239.8
9116.6,1857.0
18968.1,3842.3
7906.7,1655.5
11110.5,2473.7
11698.1,2386.2
3095.0,619.0
7484.5,1499.6
5084.7,1049.9
5767.9,1171.7
7018.6,1424.3
7696.7,1572.3
1682.7,348.2
11574.7,2493.1
21782.5,5109.8
8615.4,1745.7
10099.9,2032.9
7100.6,1429.0
8715.9,1749.3
8425.9,1817.3
12988.0,2617.5
2891.2,613.6
15742.9,3191.8
867.9,174.5
9350.8,1968.9
9278.3,1899.2
6289.3,1257.8
9640.8,1943.8
2877.9,580.5
24965.9,5129.4
2743.0,550.2
22639.6,4589.8
3684.1,738.6
3587.7,717.5
4010.4,996.6
7613.5,1531.6
8260.6,1666.2
2743.0,550.2
4377.9,918.6
3341.2,675.8
3039.6,627.6
8531.9,1730.1
11114.4,2267.6
17910.6,3641.5
5685.9,1186.9
4125.9,871.8
7262.8,1470.6
5772.6,1157.4
12210.7,2480.7
6736.8,1374.0
7867.6,1641.5
7490.2,1519.2
12598.9,2694.0
13013.3,2866.6
5073.2,1035.4
17223.3,3620.6
16357.4,3514.1
22086.4,4487.0
9764.8,1968.0
7100.6,1429.0
14298.0,2922.4
16531.2,3483.5
18877.0,3782.7
8120.1,1712.3
450.2,102.3
9896.8,2006.4
9297.5,1883.8
14851.5,3329.4
4263.2,856.1
10474.8,2198.5
17010.0,4004.1
7000.7,1404.2
9021.0,1827.0
6197.9,1246.6
5405.4,1114.2
7342.5,1486.9
6323.2,1270.4
18253.7,3711.9
2743.0,550.2
2108.5,423.7
14290.7,2892.5
2271.1,454.2
12814.3,2563.7
2235.1,476.5
5651.2,1142.7
18491.6,3716.8
7109.7,1549.7
16352.7,3347.4
3703.0,772.6
19077.1,3859.6
12759.2,2562.4
9783.2,1990.0
8564.1,1712.8
5446.7,1149.3
5279.0,1074.2
8209.1,1663.4
1485.9,297.2
5341.4,1068.3
4088.3,876.6
12203.3,2493.9
12136.3,3162.4
4675.3,965.4
2088.6,434.0
9315.3,1896.7
8114.3,1628.4
7372.9,1495.7
19104.3,3836.3
19570.2,4282.8
20642.1,4471.1
8784.6,1772.4
7747.8,1617.5
7107.7,1432.3
8256.4,1765.7
2823.5,564.7
27121.9,6230.0
8244.6,1764.6
17911.9,3628.7
8167.3,1657.1
14038.0,2882.1
4366.1,1006.9
28942.3,5977.7
2277.4,468.7
8081.5,1742.9
11002.6,2281.8
3943.0,894.2
17643.0,3565.1
4993.0,1021.9
7784.7,1648.5
2245.9,480.2
10293.2,2087.0
9939.9,2010.8
10801.3,2223.5
3687.4,751.2
7420.2,1502.4
2727.5,566.8
21596.3,4365.4
4188.1,837.6
18827.4,3858.4
7973.4,1709.1
3949.9,871.6
6299.3,1259.8
4913.0,996.4
2891.2,613.6
5777.0,1181.3
4780.0,958.0
5044.4,1020.7
14203.3,3289.5
2922.4,599.5
8220.6,1722.9
6749.0,1401.4
16531.2,3483.5
11759.3,2384.5
1289.5,258.8
20748.1,4234.5
6030.7,1249.5
1753.5,379.0
7965.9,1604.0
2670.7,544.3
9695.7,1969.7
15714.6,3151.2
2165.4,443.5
3611.6,758.4
10562.1,2242.0
15055.2,3072.3
2691.4,548.5
2004.4,458.4
11903.5,2404.0
7333.8,1522.5
9367.6,1976.9
21306.9,4399.1
22599.1,5779.5
18204.6,3663.1
7543.9,1517.6
7249.6,1460.7
10891.1,2239.8
15338.2,3190.2
8319.8,1751.0
1926.4,392.4
5490.2,1167.4
7815.4,1571.7
17362.8,3533.2
2594.6,530.5
7198.7,1451.3
14120.6,2863.1
8056.5,1616.9
11025.0,2223.7
7336.0,1485.8
8182.8,1730.5
10392.1,2106.8
13231.5,2673.6
7747.8,1617.5
5700.5,1153.5
22898.7,4717.8
12506.7,2531.7
10638.4,2274.9
7438.8,1495.1
9350.8,1968.9
4273.8,881.1
2055.9,423.6
15481.5,3216.2
13147.4,2700.1
20501.4,4129.8
7406.5,1523.2
12015.2,2542.9
8261.8,1667.5
14628.3,3180.6
1795.5,363.7
15550.1,3131.7
9455.4,1950.3
8452.7,1709.1
7167.5,1460.2
5277.4,1063.9
2225.0,477.5
2684.8,551.8
16273.3,3281.7
2743.0,550.2
20642.1,4471.1
27743.2,5816.1
6786.4,1491.4
8521.8,1843.2
2676.4,535.3
4658.4,931.7
20400.4,4139.5
17110.6,3465.0
3083.2,651.3
11737.1,2347.4
8158.3,1672.2
14325.6,2895.3
12863.7,2599.6
2260.4,453.9
10801.3,2223.5
26535.0,5383.2
21944.2,4558.8
4292.2,870.2
4541.3,916.3
11693.6,2391.2
8522.7,1763.5
7818.8,1625.2
4524.6,976.0
2789.2,557.8
2623.9,542.3
6338.6,1281.3
4582.2,961.8
8805.1,1786.7
22755.1,4666.0
9263.7,1855.8
14516.9,2924.7
6463.0,1341.4
10293.2,2087.0
1135.9,228.1
1496.1,314.9
4266.9,902.7
17612.6,3690.9
5356.7,1071.3
11594.3,2492.0
2882.4,591.7
5216.2,1057.6
3575.3,719.6
13596.8,2807.4
16716.0,3353.3
14904.9,3002.7
20987.3,4990.8
7944.8,1593.0
3162.3,632.4
8540.9,1734.7
9257.2,1914.3
9941.9,2103.4
5580.0,1219.0
7145.9,1446.6
13888.0,2780.6
9278.3,1899.2
457.5,91.5
6361.9,1282.8
14978.1,3172.3
8307.7,1728.7
2789.2,557.8
10419.9,2154.2
3325.1,665.0
16440.6,3326.8
6239.9,1258.4
23384.3,4910.5
8318.9,1759.0
5130.9,1062.2
15894.1,3197.3
11742.8,2367.1
3024.3,604.8
27343.4,5550.0
8369.1,1849.5
14162.4,2885.3
8588.2,1720.9
23888.0,4799.9
4392.8,878.5
24138.7,5615.9
13247.2,2849.3
3588.1,717.6
13598.6,2729.8
4399.5,882.3
11912.0,2636.8
7109.3,1469.9
20702.4,4977.2
3492.7,701.6
32662.0,6716.6
3551.3,713.6
9134.0,1833.0
15909.3,3320.3
6879.5,1379.9
6414.2,1282.8
11378.2,2289.2
5473.3,1113.1
13754.6,2806.6
11617.4,2416.7
7112.5,1441.1
3857.2,785.6
8652.8,1730.5
2891.2,613.6
4580.5,918.9
4353.3,890.2
4927.3,1034.8
2647.0,532.6
7146.7,1501.6
13647.5,2782.1
4545.1,924.1
4066.4,829.1
7154.8,1468.4
7906.7,1655.5
10801.3,2223.5
4591.1,918.2
5049.6,1029.6
9406.0,1908.1
8203.7,1661.0
17941.4,3651.2
11847.4,2403.4
14441.3,2958.9
10801.3,2223.5
17305.6,3574.3
5967.1,1211.8
6238.8,1247.7
7545.0,1564.9
8652.2,1745.9
26589.6,5343.6
5813.3,1162.6
11000.7,2295.6
9448.0,1899.6
9809.4,1981.4
286.6,68.5
5873.1,1186.9
24606.6,5273.2
11278.1,2290.5
12701.3,2557.5
3632.5,745.0
8915.6,1811.1
8500.3,1729.0
31766.4,6439.7
1463.1,316.0
5964.4,1203.7
8432.7,1686.5
21702.5,4840.8
10044.8,2051.5
5262.4,1149.1
8184.5,1677.6
11590.7,2456.4
1834.0,412.0
12454.6,2525.5
10659.6,2239.6
9160.0,1863.2
4788.0,961.5
8168.2,1657.3
1653.4,376.8
7406.5,1523.2
16653.8,3367.9
4430.7,958.5
15746.9,3201.3
2832.8,566.5
8381.8,1779.5
10891.1,2239.8
9167.6,2001.7
22661.4,4613.1
7056.9,1485.3
15837.7,3199.4
2765.2,553.0
25683.9,5924.9
2991.2,647.1
3575.3,719.6
8505.0,1721.9
10769.6,2179.7
10801.3,2223.5
4101.2,831.1
1039.0,207.8
10801.3,2223.5
3216.5,760.6
9757.8,1992.6
13123.9,2763.8
24254.4,5388.9
15300.2,3079.1
5010.6,1038.5
11507.6,2475.7
4556.0,911.2
1809.4,361.9
2877.9,580.5
5504.9,1111.4
5435.5,1105.7
7494.3,1535.2
8964.6,1904.5
2341.6,495.7
2139.6,427.9
3617.3,745.2
5377.7,1084.4
6186.5,1268.3
2245.9,480.2
6594.8,1395.7
3318.0,672.4
4532.0,915.3
7409.9,1504.5
8017.3,1624.3
8081.5,1742.9
7388.3,1485.8
8021.9,1613.2
4061.4,831.3
5263.1,1052.6
17601.4,3933.2
20467.5,4222.2
16531.2,3483.5
8256.4,1765.7
13456.4,2949.1
20000.1,4158.2
8081.5,1742.9
13128.4,2629.2
22908.8,4669.0
2476.2,506.4
9097.4,1861.4
17228.0,3520.8
7784.1,1666.0
5912.0,1227.3
4677.3,959.7
21702.5,4840.8
19416.6,3923.0
22900.8,4852.9
11847.4,2403.4
16541.5,3387.8
5065.4,1033.4
6468.6,1323.3
3632.5,745.0
20091.1,4713.0
6414.2,1282.8
12514.7,2502.9
10385.6,2130.6
4430.7,958.5
13495.2,3145.4
12203.3,2493.9
1118.0,262.8
7099.1,1419.8
12284.3,2502.4
5099.9,1029.8
14017.4,2948.6
3198.4,730.0
6029.0,1248.6
22040.0,4513.5
17446.9,3834.6
5779.0,1155.8
9718.3,1962.1
3409.2,681.8
15976.9,3236.5
20031.4,4027.9
7906.7,1655.5
5400.0,1101.1
16891.1,3426.9
20815.4,4949.1
4292.2,870.2
15402.0,3092.9
2452.3,532.7
4506.7,989.3
4387.4,881.5
4430.7,958.5
12814.3,2563.7
2514.4,553.1
7906.7,1655.5
5128.6,1045.4
7339.0,1545.4
6061.0,1242.7
20735.3,4936.6
10801.3,2223.5
5667.2,1140.2
19660.3,4045.5
10468.7,2366.2
10091.3,2066.2
6095.0,1227.9
11715.1,2375.6
3474.2,792.8
6049.6,1263.8
10482.4,2157.0
4684.2,986.2
17287.4,3535.0
6139.2,1279.9
17807.0,3700.1
8328.0,1684.7
10807.3,2214.9
6655.9,1379.9
5335.7,1067.1
4715.5,979.2
8054.5,1630.7
23268.7,4744.0
8700.2,1750.3
5452.4,1108.9
3247.1,659.4
7339.0,1545.4
18676.0,3809.4
3891.4,827.6
16767.5,3383.1
2308.7,485.7
3707.8,795.3
13799.2,2861.1
8025.3,1620.7
7931.9,1590.4
4951.2,1002.3
7948.3,1606.6
13574.7,2869.6
2090.1,448.9
16541.5,3387.8
16387.9,3639.1
3474.2,792.8
1779.0,382.1
5421.0,1103.0
8136.3,1729.4
7877.6,1593.9
12769.2,2569.9
17520.6,3981.6
30237.0,6202.8
3057.6,637.2
13058.1,2638.2
22052.1,4467.3
8260.6,1666.2
13670.6,3017.9
17223.5,3530.8
4764.5,973.5
8289.2,1772.2
8257.9,1654.3
9466.7,2073.0
9502.1,1939.7
10258.9,2068.7
13280.7,2668.3
16872.2,3446.9
9935.1,2135.4
4240.4,897.1
5423.6,1090.8
17917.0,3616.1
9946.8,2177.6
2763.1,556.4
7874.1,1677.4
9950.7,2051.6
2832.8,566.5
5676.6,1155.9
809.2,161.8
7680.4,1605.6
11615.5,2349.8
9434.6,1908.4
12343.8,2501.9
5314.6,1062.9
7046.4,1436.9
7995.0,1667.8
10801.3,2223.5
6978.6,1444.5
10801.3,2223.5
9421.2,1892.2
3038.0,707.5
3551.3,713.6
7402.3,1486.6
2166.6,457.4
7210.2,1472.0
16510.4,3432.5
19597.8,4692.2
14222.2,2966.2
2869.0,586.6
3359.1,712.0
2139.6,427.9
5694.6,1179.9
2272.5,470.7
3497.2,707.7
12300.3,2551.1
21991.7,4920.3
20973.7,4274.9
28211.2,5769.9
31836.8,6482.5
9632.3,2057.7
6544.8,1353.0
3581.5,730.0
1962.4,410.8
3575.3,719.6
17594.2,3658.4
9460.1,1899.0
5970.7,1211.8
7971.0,1711.3
17555.9,3529.7
7631.6,1570.1
18435.9,3853.1
16916.8,3389.8
15661.1,3230.1
3688.0,751.6
1983.6,396.7
9214.6,1874.4
3140.2,705.6
2233.5,450.4
4458.2,896.5
7522.8,1574.4
1983.6,396.7
7583.5,1539.2
16601.3,3381.6
13192.4,2655.4
7142.5,1503.5
3448.2,704.3
7267.5,1453.5
17910.6,3641.5
5964.4,1203.7
1452.8,320.1
14638.4,2957.9
7379.1,1515.0
22782.9,4626.3
20534.5,4143.2
12727.3,2610.0
4659.5,973.0
6565.0,1316.9
15960.2,3222.8
4672.4,963.1
4061.4,831.3
10509.6,2170.5
7403.9,1492.8
16531.2,3483.5
5263.1,1052.6
6884.3,1450.5
5253.2,1054.8
3132.0,626.4
772.1,163.1
8255.6,1672.9
18459.0,3735.0
8159.1,1646.1
10110.6,2043.0
1751.4,362.3
16015.8,3283.1
2386.3,509.2
5422.3,1086.0
8936.1,1821.6
9712.8,1978.3
23193.9,4707.7
4264.8,858.3
17941.4,3651.2
6396.4,1374.9
18867.1,3883.6
5892.3,1195.0
10470.9,2228.9
7877.6,1593.9
15418.2,3123.5
1470.9,2228.9
7877.6,593.9
11062.2,2248.2
22900.8,4852.9
13532.9,2748.7
11764.8,2487.7
16866.0,4197.8
8314.0,1723.5
5716.4,1241.1
10616.2,2191.5
3932.4,817.6
16531.2,3483.5
17339.3,3498.3
1598.4,354.9
5097.8,1152.1
10795.1,2185.6
4314.5,881.9
7906.7,1655.5
4886.9,989.5
7360.5,1472.1
8641.4,1820.3
13806.8,2809.6
1593.8,318.8
1841.2,385.3
19803.2,4270.3
9739.8,1982.5
2545.9,524.2
11842.7,2430.3
10801.3,2223.5
19589.1,3998.4
1746.4,381.3
5782.6,1181.1
15153.1,3237.8
16357.4,3514.1
4715.4,945.1
5490.2,1167.4
5903.7,1209.2
11612.7,2369.5
1709.4,355.5
10455.1,2116.7
1437.7,383.2
11803.7,2393.4
3943.7,795.0
10057.0,2099.0
4790.9,981.1
15923.3,3282.5
1983.6,396.7
8822.3,1794.3
2287.8,465.5
10509.6,2170.5
2994.6,624.5
9421.2,1892.2
2372.4,493.6
18018.3,3716.9
5169.1,1073.5
4564.8,929.2
10371.6,2091.9
10801.3,2223.5
19829.4,4023.8
3393.9,732.9
2727.9,547.6
6314.8,1317.8
7311.9,1486.4
15474.9,3198.2
12203.3,2493.9
7874.1,1677.4
27761.7,5719.4
6862.7,1384.9
2318.8,490.0
7509.0,1550.6
8803.8,1769.6
9623.4,2006.2
6299.3,1259.8
9606.3,1921.2
5282.0,1081.3
20936.6,4241.0
2891.2,613.6
7115.2,1549.9
1851.6,375.2
4694.1,1171.2
13024.7,2660.1
9323.3,1913.3
10411.1,2082.2
5644.9,1133.2
10449.4,2113.5
1514.0,307.5
6615.0,1437.9
7874.1,1677.4
18040.7,3615.6
2832.9,566.6
714.6,148.2
2260.4,453.9
2339.2,470.4
4868.5,1012.9
11423.0,2334.7
27466.0,6623.1
10818.3,2218.5
6538.2,1362.7
8714.9,1763.8
9700.7,1956.9
7612.0,1541.4
12327.4,2492.1
5615.1,1123.0
7570.6,1536.6
4387.4,881.5
2559.6,538.5
12375.6,2525.9
2988.0,601.7
13328.6,2757.8
9135.0,1868.9
11847.4,2403.4
6023.8,1250.4
13093.7,2655.9
1346.6,269.3
15517.3,3109.9
16256.4,3303.9
7906.7,1655.5
6986.6,1397.3
12306.1,2549.4
24956.1,5087.8
8569.6,1736.7
8840.4,1871.0
10399.4,2213.7
12529.4,2530.1
4790.8,958.1
1249.9,268.7
6045.3,1251.6
17484.4,3555.3
6183.1,1246.8
11592.5,2634.9
6993.4,1501.2
9495.0,1919.3
7056.9,1485.3
7657.1,1540.3
7272.7,1465.4
13278.4,2695.9
10728.0,2208.5
7728.3,1554.5
19027.7,4159.6
6089.5,1228.7
19540.0,4063.6
17228.3,3475.2
4520.0,964.2
11780.0,2395.4
9157.6,1855.8
9540.5,1962.2
11317.9,2274.3
5090.1,1073.1
2304.8,463.0
10467.5,2208.1
2835.5,591.8
8081.5,1742.9
5124.6,1024.9
2753.7,564.0
1460.1,317.6
24606.6,5273.2
8329.3,1693.9
7540.3,1603.6
9622.2,1925.5
4636.0,927.2
4459.9,982.0
10910.7,2250.4
14371.8,3002.4
17803.6,3965.2
10023.7,2034.3
10252.8,2129.8
9740.7,1980.7
4999.6,1036.0
6517.0,1317.8
3890.6,778.1
11847.4,2403.4
6076.8,1253.1
7249.4,1470.5
14072.1,2826.8
8103.9,1666.8
2997.1,656.2
35029.8,7192.5
2743.0,550.2
6774.4,1358.4
2204.6,535.1
2702.4,631.9
15600.0,3154.0
1725.1,362.4
5620.3,1149.6
10760.6,2200.9
8972.9,1874.3
10007.7,2001.5
7162.0,1439.4
17010.0,4004.1
9475.4,1912.8
7096.3,1430.1
20327.4,4065.4
9712.8,1978.3
12662.6,2570.8
10761.5,2282.7
1501.6,306.3
10219.1,2043.8
2131.4,426.3
1983.6,396.7
5490.2,1167.4
10110.6,2068.5
9181.4,1839.3
3687.4,751.2
1728.1,356.9
11516.0,2327.8
15860.1,3201.4
5377.7,1084.4
20206.2,4090.0
13089.6,2667.9
2743.0,550.2
24254.4,5388.9
12125.2,2433.6
9604.9,2024.2
2559.6,538.5
3373.0,722.3
