Order_No,Time from Pickup to Arrival
Order_No_6505,832
Order_No_12415,853
Order_No_5850,1118
Order_No_12144,284
Order_No_7476,701
Order_No_20096,1432
Order_No_13743,561
Order_No_4724,569
Order_No_13814,1360
Order_No_15469,1100
Order_No_5324,1116
Order_No_11383,1618
Order_No_11795,1303
Order_No_28131,1298
Order_No_9343,1244
Order_No_14195,1094
Order_No_2454,1324
Order_No_26609,1576
Order_No_28252,335
Order_No_23205,1572
Order_No_9462,2802
Order_No_5007,1323
Order_No_19715,1120
Order_No_18543,581
Order_No_4723,1044
Order_No_8211,1255
Order_No_20360,1540
Order_No_24462,242
Order_No_25386,854
Order_No_26627,566
Order_No_26824,1059
Order_No_16072,438
Order_No_26274,1314
Order_No_24873,599
Order_No_2196,506
Order_No_6178,603
Order_No_4860,410
Order_No_15161,533
Order_No_17712,1492
Order_No_19520,1133
Order_No_1723,426
Order_No_8405,1509
Order_No_15590,1122
Order_No_19280,1093
Order_No_19525,926
Order_No_12356,979
Order_No_22797,748
Order_No_14572,873
Order_No_24329,1283
Order_No_8204,608
Order_No_24862,1875
Order_No_7993,584
Order_No_25182,970
Order_No_26175,930
Order_No_22936,2485
Order_No_9627,1137
Order_No_21478,1258
Order_No_2713,334
Order_No_12912,1474
Order_No_9733,1093
Order_No_27705,770
Order_No_24072,363
Order_No_6066,2588
Order_No_23990,1018
Order_No_15876,1236
Order_No_9212,914
Order_No_11773,798
Order_No_17001,1532
Order_No_19824,969
Order_No_7583,1880
Order_No_23644,1444
Order_No_27423,506
Order_No_1309,205
Order_No_5014,463
Order_No_27602,1115
Order_No_2683,1422
Order_No_16570,218
Order_No_5495,978
Order_No_11062,1788
Order_No_15357,472
Order_No_20901,724
Order_No_3808,858
Order_No_25818,1371
Order_No_3542,195
Order_No_22955,3712
Order_No_5028,1427
Order_No_13893,519
Order_No_16106,741
Order_No_7035,2609
Order_No_23600,516
Order_No_10096,680
Order_No_4422,679
Order_No_10341,1183
Order_No_4605,1811
Order_No_25427,549
Order_No_860,829
Order_No_11938,394
Order_No_13777,1573
Order_No_19433,1069
Order_No_7271,751
Order_No_3128,1496
Order_No_24648,1500
Order_No_7965,474
Order_No_23539,693
Order_No_620,1536
Order_No_16350,380
Order_No_13676,2031
Order_No_20882,1734
Order_No_3166,957
Order_No_3996,470
Order_No_13507,1115
Order_No_6049,967
Order_No_11012,979
Order_No_7826,799
Order_No_11432,293
Order_No_23548,1839
Order_No_7735,662
Order_No_2526,1298
Order_No_2752,1352
Order_No_9824,1831
Order_No_1993,1921
Order_No_715,1818
Order_No_287,1437
Order_No_13954,1436
Order_No_25369,1758
Order_No_21794,1409
Order_No_23016,953
Order_No_27703,1358
Order_No_22610,842
Order_No_26104,2213
Order_No_9200,689
Order_No_3963,1057
Order_No_24998,740
Order_No_24952,1024
Order_No_16235,638
Order_No_15692,768
Order_No_1732,1275
Order_No_13963,1301
Order_No_25436,2016
Order_No_12173,685
Order_No_8096,1842
Order_No_16354,382
Order_No_4998,473
Order_No_19767,656
Order_No_17583,1672
Order_No_20165,486
Order_No_27413,1294
Order_No_18577,942
Order_No_27366,2534
Order_No_2182,1313
Order_No_23384,1303
Order_No_23544,2095
Order_No_25780,968
Order_No_24473,1318
Order_No_1017,428
Order_No_4219,1069
Order_No_26712,1640
Order_No_12769,657
Order_No_23300,1170
Order_No_12204,645
Order_No_15798,352
Order_No_22980,1431
Order_No_7451,1561
Order_No_22233,758
Order_No_21329,1134
Order_No_3821,2648
Order_No_15311,1366
Order_No_2634,1428
Order_No_13267,1028
Order_No_18825,1721
Order_No_1226,1448
Order_No_23290,565
Order_No_5187,771
Order_No_24109,328
Order_No_20780,1350
Order_No_21195,1178
Order_No_20277,550
Order_No_25197,933
Order_No_4300,1190
Order_No_8640,978
Order_No_7512,750
Order_No_1820,1129
Order_No_18556,822
Order_No_23927,1681
Order_No_8005,1189
Order_No_2549,978
Order_No_27750,814
Order_No_24292,554
Order_No_6218,1557
Order_No_26297,656
Order_No_26382,1013
Order_No_2933,882
Order_No_1643,528
Order_No_1795,1920
Order_No_19055,1008
Order_No_16755,682
Order_No_7552,558
Order_No_954,1024
Order_No_13396,2198
Order_No_272,838
Order_No_7526,685
Order_No_7639,1594
Order_No_362,503
Order_No_11265,1131
Order_No_19991,644
Order_No_2898,619
Order_No_24041,1100
Order_No_9306,1143
Order_No_24256,1423
Order_No_3358,1132
Order_No_18458,1177
Order_No_24037,1322
Order_No_21745,919
Order_No_24791,2139
Order_No_6329,1580
Order_No_8694,436
Order_No_27757,505
Order_No_4758,1515
Order_No_14631,2264
Order_No_3434,751
Order_No_13846,338
Order_No_12622,1070
Order_No_9441,712
Order_No_90,657
Order_No_7946,596
Order_No_1197,807
Order_No_1201,751
Order_No_23299,1340
Order_No_21272,1207
Order_No_23873,1218
Order_No_12427,792
Order_No_22203,897
Order_No_18445,738
Order_No_26717,1103
Order_No_22256,979
Order_No_18400,1115
Order_No_9350,269
Order_No_19162,1263
Order_No_14922,272
Order_No_2131,384
Order_No_23408,330
Order_No_2149,1743
Order_No_10310,516
Order_No_8168,422
Order_No_2601,455
Order_No_13698,537
Order_No_26624,323
Order_No_27107,1136
Order_No_5323,1341
Order_No_22269,1542
Order_No_21736,1155
Order_No_11521,1306
Order_No_22671,393
Order_No_7912,816
Order_No_5344,267
Order_No_21928,801
Order_No_7074,566
Order_No_13915,994
Order_No_24101,1010
Order_No_18299,876
Order_No_15816,1339
Order_No_24483,3829
Order_No_20072,840
Order_No_14156,2434
Order_No_18214,382
Order_No_18224,442
Order_No_11799,1231
Order_No_22357,937
Order_No_25600,1613
Order_No_8407,1276
Order_No_6064,752
Order_No_6036,1215
Order_No_9128,979
Order_No_1426,595
Order_No_19831,1799
Order_No_28105,2545
Order_No_24585,330
Order_No_23807,1147
Order_No_24697,2573
Order_No_19103,2394
Order_No_6192,2382
Order_No_24346,1285
Order_No_9862,527
Order_No_24734,653
Order_No_18189,328
Order_No_27172,2092
Order_No_14011,622
Order_No_20671,919
Order_No_17099,417
Order_No_22897,1232
Order_No_22494,1418
Order_No_4077,932
Order_No_21220,1011
Order_No_13220,734
Order_No_19174,2713
Order_No_18713,1460
Order_No_21298,1927
Order_No_10814,246
Order_No_23640,1535
Order_No_12642,1100
Order_No_14796,884
Order_No_6235,595
Order_No_17745,1305
Order_No_22977,1306
Order_No_13495,864
Order_No_28033,1291
Order_No_2273,2495
Order_No_22178,3394
Order_No_23625,854
Order_No_10849,1211
Order_No_26443,360
Order_No_20259,671
Order_No_15020,569
Order_No_20222,737
Order_No_1227,2354
Order_No_14684,992
Order_No_7219,293
Order_No_23991,447
Order_No_3544,1075
Order_No_12140,1163
Order_No_16428,1745
Order_No_24237,1361
Order_No_20812,739
Order_No_17969,1030
Order_No_7106,1109
Order_No_25181,480
Order_No_20059,994
Order_No_11464,889
Order_No_19530,1285
Order_No_7266,1091
Order_No_14776,299
Order_No_8187,914
Order_No_11058,1118
Order_No_24929,584
Order_No_14431,953
Order_No_23643,1801
Order_No_5633,1836
Order_No_21622,876
Order_No_1008,944
Order_No_8970,702
Order_No_16328,1537
Order_No_5604,1152
Order_No_23474,1674
Order_No_10688,2312
Order_No_18491,788
Order_No_20857,592
Order_No_28176,607
Order_No_13933,1839
Order_No_21397,1371
Order_No_27085,1205
Order_No_9860,488
Order_No_19842,1433
Order_No_2690,556
Order_No_13189,1166
Order_No_21567,1375
Order_No_26409,832
Order_No_13863,741
Order_No_4153,902
Order_No_27691,838
Order_No_11007,984
Order_No_22244,850
Order_No_1004,1628
Order_No_27383,623
Order_No_2127,1154
Order_No_18020,1206
Order_No_8516,1541
Order_No_10405,436
Order_No_1078,899
Order_No_11513,394
Order_No_12856,686
Order_No_11810,1555
Order_No_23272,1358
Order_No_20209,1684
Order_No_12748,718
Order_No_12539,1813
Order_No_5529,452
Order_No_2518,1067
Order_No_21137,1549
Order_No_27969,501
Order_No_23008,824
Order_No_5583,1236
Order_No_4761,728
Order_No_9669,1115
Order_No_24806,1312
Order_No_18985,1382
Order_No_12565,1320
Order_No_9560,1318
Order_No_18862,1711
Order_No_4922,1323
Order_No_21441,842
Order_No_9159,2741
Order_No_9022,1595
Order_No_27049,651
Order_No_26486,1505
Order_No_4097,1089
Order_No_23139,1168
Order_No_25363,874
Order_No_26892,872
Order_No_3469,871
Order_No_23231,1427
Order_No_15424,706
Order_No_19610,812
Order_No_24926,1124
Order_No_637,299
Order_No_27648,1942
Order_No_25227,815
Order_No_9982,1836
Order_No_4345,1684
Order_No_8175,992
Order_No_2570,630
Order_No_3236,891
Order_No_19276,1495
Order_No_3115,1265
Order_No_2920,1074
Order_No_25352,709
Order_No_27839,1202
Order_No_9256,1214
Order_No_482,1696
Order_No_13576,1128
Order_No_19782,2008
Order_No_22117,503
Order_No_3924,679
Order_No_16930,1295
Order_No_9752,968
Order_No_18856,2384
Order_No_1465,1929
Order_No_2207,709
Order_No_26647,1380
Order_No_9598,1128
Order_No_6136,1430
Order_No_20868,2057
Order_No_11640,673
Order_No_21036,1302
Order_No_9937,1116
Order_No_1938,1928
Order_No_14352,922
Order_No_8111,1144
Order_No_1288,1141
Order_No_17199,511
Order_No_24205,1285
Order_No_15545,855
Order_No_8149,742
Order_No_10383,1488
Order_No_7098,618
Order_No_13355,1307
Order_No_26792,371
Order_No_13673,508
Order_No_19983,1258
Order_No_23886,1012
Order_No_17985,438
Order_No_13813,1113
Order_No_21233,1361
Order_No_40,724
Order_No_15654,1445
Order_No_24330,1683
Order_No_6840,795
Order_No_19400,979
Order_No_6424,1022
Order_No_0,971
Order_No_1948,651
Order_No_14959,590
Order_No_15036,1968
Order_No_6783,907
Order_No_19301,1289
Order_No_19236,775
Order_No_20758,1246
Order_No_20276,422
Order_No_23465,1620
Order_No_23480,1412
Order_No_10219,954
Order_No_23825,1023
Order_No_21537,1734
Order_No_14307,2025
Order_No_12599,1075
Order_No_20086,625
Order_No_16151,944
Order_No_19898,694
Order_No_5079,1305
Order_No_5214,723
Order_No_2073,1378
Order_No_9998,784
Order_No_7108,638
Order_No_15679,1621
Order_No_24154,1296
Order_No_22713,524
Order_No_11668,1683
Order_No_4660,989
Order_No_14109,1116
Order_No_25088,1314
Order_No_16572,2434
Order_No_10080,618
Order_No_3932,2127
Order_No_18616,580
Order_No_19394,1001
Order_No_16721,837
Order_No_24724,1308
Order_No_11295,1715
Order_No_9978,804
Order_No_26105,1014
Order_No_1112,1988
Order_No_18747,703
Order_No_21720,1078
Order_No_152,934
Order_No_26186,1577
Order_No_12831,1138
Order_No_13821,567
Order_No_653,1031
Order_No_5489,1194
Order_No_17245,1813
Order_No_22849,411
Order_No_19745,394
Order_No_20148,978
Order_No_20574,538
Order_No_459,2803
Order_No_14453,994
Order_No_1356,608
Order_No_15141,1377
Order_No_25880,476
Order_No_25118,665
Order_No_12977,874
Order_No_6639,1012
Order_No_19810,508
Order_No_17504,1272
Order_No_399,1108
Order_No_13027,1018
Order_No_7193,1588
Order_No_1115,608
Order_No_14790,861
Order_No_27724,517
Order_No_15235,389
Order_No_24075,936
Order_No_18672,846
Order_No_7833,1406
Order_No_9084,751
Order_No_11596,602
Order_No_10977,1237
Order_No_7261,884
Order_No_380,657
Order_No_17369,852
Order_No_22984,1368
Order_No_21905,804
Order_No_15515,583
Order_No_15426,1190
Order_No_6549,1180
Order_No_15238,1405
Order_No_2433,367
Order_No_18083,649
Order_No_9621,641
Order_No_8499,1106
Order_No_9073,717
Order_No_12853,843
Order_No_23266,592
Order_No_14405,1361
Order_No_18499,980
Order_No_23493,1618
Order_No_7079,861
Order_No_4182,841
Order_No_25009,1426
Order_No_8196,1168
Order_No_2274,1306
Order_No_26935,1335
Order_No_1237,1056
Order_No_8924,1192
Order_No_26255,421
Order_No_20995,1140
Order_No_22833,484
Order_No_7180,1153
Order_No_9866,430
Order_No_26778,1163
Order_No_22857,547
Order_No_22660,1253
Order_No_14475,1117
Order_No_14799,1512
Order_No_12813,1331
Order_No_7786,777
Order_No_15245,869
Order_No_25049,630
Order_No_23161,662
Order_No_16300,785
Order_No_24973,939
Order_No_13485,672
Order_No_21191,802
Order_No_1929,1221
Order_No_8098,842
Order_No_5939,1301
Order_No_13578,898
Order_No_7347,1658
Order_No_3494,761
Order_No_19007,625
Order_No_9769,1775
Order_No_26436,470
Order_No_25480,1477
Order_No_23237,1134
Order_No_20579,535
Order_No_28243,714
Order_No_2832,201
Order_No_3870,1498
Order_No_17832,1153
Order_No_5740,1509
Order_No_17103,516
Order_No_27825,1455
Order_No_13786,694
Order_No_24974,1027
Order_No_11769,260
Order_No_18513,842
Order_No_1776,665
Order_No_23230,1307
Order_No_7645,957
Order_No_10130,1159
Order_No_19147,184
Order_No_27116,522
Order_No_21929,1420
Order_No_21672,872
Order_No_14929,561
Order_No_11808,1456
Order_No_26156,1462
Order_No_6908,1081
Order_No_19807,860
Order_No_12880,656
Order_No_1547,1361
Order_No_10387,1090
Order_No_20876,970
Order_No_8864,1820
Order_No_23664,1613
Order_No_12351,583
Order_No_21917,2500
Order_No_11517,679
Order_No_25755,1292
Order_No_1924,832
Order_No_10052,1023
Order_No_15623,2495
Order_No_5801,2330
Order_No_1677,3187
Order_No_14791,1378
Order_No_10311,664
Order_No_9095,1114
Order_No_20212,1307
Order_No_4631,1675
Order_No_27983,3620
Order_No_23690,798
Order_No_9896,458
Order_No_6419,784
Order_No_27099,1070
Order_No_27128,1380
Order_No_8329,1219
Order_No_25476,1325
Order_No_25575,614
Order_No_27199,585
Order_No_6579,742
Order_No_26967,635
Order_No_11280,612
Order_No_10660,469
Order_No_20723,405
Order_No_16228,438
Order_No_3188,748
Order_No_867,799
Order_No_18462,2449
Order_No_20644,1368
Order_No_22927,592
Order_No_27202,2091
Order_No_12583,747
Order_No_9729,860
Order_No_3328,1179
Order_No_8953,508
Order_No_3074,728
Order_No_20197,380
Order_No_17047,861
Order_No_25090,1974
Order_No_21314,1416
Order_No_10722,3083
Order_No_15717,1736
Order_No_23711,1491
Order_No_21659,882
Order_No_20441,1164
Order_No_24581,1035
Order_No_6179,1053
Order_No_20815,630
Order_No_2344,869
Order_No_12902,1433
Order_No_135,1005
Order_No_26580,520
Order_No_1751,993
Order_No_9709,959
Order_No_2501,1157
Order_No_17871,1653
Order_No_21452,1304
Order_No_7297,607
Order_No_20542,878
Order_No_1513,225
Order_No_21071,737
Order_No_24692,1695
Order_No_4871,882
Order_No_7987,1589
Order_No_4878,1986
Order_No_26159,952
Order_No_13162,1285
Order_No_519,1597
Order_No_21050,1258
Order_No_17446,1630
Order_No_9092,823
Order_No_16340,1263
Order_No_21913,1355
Order_No_23243,1198
Order_No_23589,824
Order_No_11532,1074
Order_No_21139,1845
Order_No_15387,833
Order_No_5735,381
Order_No_1905,1022
Order_No_27442,1193
Order_No_3439,1459
Order_No_2544,674
Order_No_11152,1236
Order_No_27198,571
Order_No_19472,874
Order_No_13493,656
Order_No_26088,1435
Order_No_10716,1014
Order_No_11549,2433
Order_No_3190,590
Order_No_16876,1762
Order_No_16581,709
Order_No_15873,1430
Order_No_16172,1141
Order_No_3225,1166
Order_No_17034,380
Order_No_8072,283
Order_No_6325,2012
Order_No_16052,1714
Order_No_4548,869
Order_No_14533,1280
Order_No_1047,678
Order_No_17723,1379
Order_No_6384,907
Order_No_3254,997
Order_No_1550,912
Order_No_5515,1012
Order_No_25797,1834
Order_No_7796,1139
Order_No_27018,939
Order_No_153,703
Order_No_16842,2622
Order_No_24311,1021
Order_No_21793,1744
Order_No_15812,1047
Order_No_26485,943
Order_No_4556,1081
Order_No_23866,1644
Order_No_13417,1707
Order_No_665,525
Order_No_24545,1287
Order_No_18576,1230
Order_No_25287,1392
Order_No_26576,1261
Order_No_17256,870
Order_No_20509,1678
Order_No_17571,929
Order_No_15252,318
Order_No_9281,801
Order_No_3262,1607
Order_No_2862,1312
Order_No_15958,755
Order_No_20407,1386
Order_No_15905,1570
Order_No_12253,845
Order_No_12165,1205
Order_No_13898,329
Order_No_11610,966
Order_No_24236,1018
Order_No_25686,749
Order_No_14275,677
Order_No_13650,366
Order_No_13988,1219
Order_No_19222,1800
Order_No_8101,952
Order_No_16333,591
Order_No_20627,438
Order_No_12632,3394
Order_No_21619,1260
Order_No_3357,1833
Order_No_12786,1319
Order_No_8308,1208
Order_No_22219,1302
Order_No_425,1842
Order_No_26354,2022
Order_No_896,1144
Order_No_11186,707
Order_No_14327,2241
Order_No_437,503
Order_No_1589,616
Order_No_2123,1120
Order_No_19098,1290
Order_No_23303,595
Order_No_27684,1444
Order_No_14934,649
Order_No_8441,921
Order_No_21179,618
Order_No_8065,3209
Order_No_468,975
Order_No_5643,924
Order_No_6875,1804
Order_No_7690,872
Order_No_15253,1306
Order_No_26158,1087
Order_No_7184,803
Order_No_7739,696
Order_No_18512,1396
Order_No_4411,782
Order_No_11947,434
Order_No_1417,723
Order_No_17665,761
Order_No_19285,1102
Order_No_26308,1358
Order_No_3346,2275
Order_No_4984,1071
Order_No_3973,997
Order_No_14674,2932
Order_No_2824,1559
Order_No_12313,1508
Order_No_18473,2428
Order_No_25161,1552
Order_No_2575,2976
Order_No_16388,987
Order_No_22068,841
Order_No_9208,1038
Order_No_22990,709
Order_No_27988,1345
Order_No_19215,524
Order_No_23724,1399
Order_No_23391,658
Order_No_19100,1321
Order_No_24122,704
Order_No_25785,1647
Order_No_1863,833
Order_No_26690,1296
Order_No_3189,2237
Order_No_13585,1549
Order_No_27736,362
Order_No_20985,297
Order_No_14650,296
Order_No_21115,1775
Order_No_27557,770
Order_No_21906,1867
Order_No_22384,1041
Order_No_21003,902
Order_No_14464,1718
Order_No_23829,451
Order_No_20218,1079
Order_No_21009,1650
Order_No_12703,774
Order_No_11229,339
Order_No_13987,2396
Order_No_9712,1222
Order_No_15445,2428
Order_No_9357,742
Order_No_6641,903
Order_No_9329,2299
Order_No_24367,928
Order_No_15988,488
Order_No_21290,706
Order_No_7323,959
Order_No_2471,1224
Order_No_5882,980
Order_No_10957,1201
Order_No_17248,1189
Order_No_4755,248
Order_No_19623,840
Order_No_9938,976
Order_No_26495,720
Order_No_20975,1263
Order_No_14295,1261
Order_No_20580,1335
Order_No_22794,845
Order_No_18333,260
Order_No_17846,484
Order_No_16257,846
Order_No_1443,1237
Order_No_11399,1012
Order_No_9556,954
Order_No_12193,1172
Order_No_19480,1126
Order_No_4977,1993
Order_No_14586,1491
Order_No_2467,2094
Order_No_20524,463
Order_No_21678,943
Order_No_9087,988
Order_No_296,1035
Order_No_2921,1991
Order_No_8321,1391
Order_No_15014,1447
Order_No_25269,784
Order_No_23934,1288
Order_No_22632,1391
Order_No_11188,1136
Order_No_16625,1358
Order_No_18759,720
Order_No_11601,1091
Order_No_5374,644
Order_No_23793,637
Order_No_3220,1126
Order_No_13735,795
Order_No_20650,1035
Order_No_11935,2156
Order_No_18160,1015
Order_No_28005,1438
Order_No_17016,1524
Order_No_1366,1022
Order_No_14378,1221
Order_No_22021,993
Order_No_18105,1572
Order_No_15108,991
Order_No_21570,1533
Order_No_8701,454
Order_No_14006,568
Order_No_9266,1354
Order_No_9731,2937
Order_No_1450,966
Order_No_15899,2085
Order_No_13058,380
Order_No_49,483
Order_No_24843,1179
Order_No_10691,1205
Order_No_24401,605
Order_No_9570,1267
Order_No_4511,1416
Order_No_15911,2096
Order_No_17096,939
Order_No_13729,2249
Order_No_22076,937
Order_No_13489,944
Order_No_15868,578
Order_No_21770,979
Order_No_12416,795
Order_No_9183,850
Order_No_2002,2384
Order_No_27547,1960
Order_No_24709,1782
Order_No_10104,987
Order_No_6973,1622
Order_No_12058,589
Order_No_19895,832
Order_No_24466,626
Order_No_18247,808
Order_No_26025,1658
Order_No_24171,874
Order_No_3264,1007
Order_No_19825,512
Order_No_5111,1473
Order_No_5595,1395
Order_No_24374,752
Order_No_11745,917
Order_No_5678,331
Order_No_12683,1198
Order_No_19910,703
Order_No_15837,427
Order_No_17893,836
Order_No_20919,727
Order_No_15411,1028
Order_No_2192,832
Order_No_15246,1086
Order_No_25189,1349
Order_No_20372,1949
Order_No_25134,357
Order_No_19460,742
Order_No_15260,807
Order_No_13191,574
Order_No_9671,1154
Order_No_5803,750
Order_No_26244,1240
Order_No_16887,566
Order_No_25769,1223
Order_No_21533,1298
Order_No_7294,842
Order_No_2241,489
Order_No_19883,474
Order_No_9893,1537
Order_No_12495,2478
Order_No_9828,589
Order_No_26757,1075
Order_No_1295,2177
Order_No_7930,558
Order_No_4241,1922
Order_No_19099,1061
Order_No_22896,1450
Order_No_14764,691
Order_No_16910,1516
Order_No_13303,458
Order_No_838,2281
Order_No_2355,699
Order_No_11381,740
Order_No_1594,953
Order_No_9471,1422
Order_No_16504,373
Order_No_16163,853
Order_No_18539,745
Order_No_6286,908
Order_No_6122,1600
Order_No_20015,530
Order_No_6667,1437
Order_No_17865,1536
Order_No_18818,1931
Order_No_27112,1280
Order_No_26169,812
Order_No_9614,1022
Order_No_14010,1213
