Order.Week.Day.1,Order.Week.Day.2,Order.Week.Day.3,Order.Week.Day.4,Order.Week.Day.5,Order.Week.Day.6,Arrival.at.Pickup...Time,Distance..KM.,Pickup.Lat,Pickup.Long,Destination.Lat,Destination.Long,Temperature,Average_Rating,Time.from.Pickup.to.Arrival
0,0,1,0,0,0,47288,5,-1.3070122,36.8287218,-1.2916556,36.8262516,22.4,13.4,2210
0,1,0,0,0,0,37144,2,-1.272639,36.794723,-1.2746436,36.803682,23.211889978889854,13.4,275
0,0,1,0,0,0,41548,4,-1.270212,36.8210877,-1.260232,36.807334,19.9,13.4,509
0,0,0,0,1,0,43121,13,-1.270212,36.8210877,-1.2927792,36.9053492,23.7,13.4,2035
0,0,1,0,0,0,56951,6,-1.276154,36.8224165,-1.2982033,36.8092632,25.3,13.4,663
0,1,0,0,0,0,45026,7,-1.2864963,36.8252086,-1.264272,36.7978791,23,13.4,838
0,0,0,0,0,1,43280,6,-1.2862033,36.8152966,-1.308819,36.8421201,22.4,13.4,1001
0,0,0,1,0,0,58684,5,-1.272639,36.794723,-1.2737591,36.8142522,21.9,13.4,641
0,0,0,0,0,1,37319,6,-1.2803499,36.8273403,-1.307774,36.8407541,18.5,13.4,782
0,0,0,1,0,0,34837,6,-1.307143,36.825009,-1.265715,36.823815,17.5,13.4,829
0,1,0,0,0,0,44366,5,-1.2686289,36.8073469,-1.2776982,36.83126,23.5,13.4,605
0,0,0,1,0,0,60713,2,-1.2821422,36.8161565,-1.290894,36.822971,22,13.4,351
0,0,0,1,0,0,42039,2,-1.2775276,36.8140021,-1.2895261,36.8164407,23.211889978889854,13.4,290
0,0,0,1,0,0,56756,5,-1.2823851,36.8186472,-1.2726284,36.7882255,21.9,13.4,916
0,1,0,0,0,0,37313,19,-1.2551895,36.7822034,-1.2219026,36.9176696,23.211889978889854,13.4,1585
1,0,0,0,0,0,41155,6,-1.295162,36.8115914,-1.2765736,36.8513646,21.3,13.4,1040
0,0,0,1,0,0,35140,3,-1.2753109,36.8130185,-1.2650042,36.7903927,23.211889978889854,13.4,337
0,1,0,0,0,0,33640,10,-1.3016417,36.8271679,-1.2599563,36.7993439,17.5,13.4,2316
1,0,0,0,0,0,47080,2,-1.2601709,36.8002238,-1.2584143,36.8048002,18.2,13.4,257
0,1,0,0,0,0,38201,14,-1.228911,36.881876,-1.2628473,36.781805,19.6,13.4,1509
0,0,1,0,0,0,50371,11,-1.270212,36.8210877,-1.2156006,36.8916865,25.8,13.4,725
0,0,1,0,0,0,39246,4,-1.2788381,36.8140116,-1.2602337,36.7990548,21.1,13.4,365
0,1,0,0,0,0,44849,8,-1.296797,36.7764525,-1.2886685,36.8297138,21.5,13.4,1493
0,0,1,0,0,0,43269,8,-1.3090533,36.8371502,-1.2629666,36.8068369,21,13.4,2911
0,0,0,1,0,0,54491,2,-1.2614329,36.8094365,-1.2682179,36.8009289,22.3,13.4,520
0,0,0,0,1,0,65903,2,-1.2652108,36.8056075,-1.2644742,36.8083457,20,13.4,335
0,0,0,0,1,0,41244,5,-1.2858323,36.8299948,-1.3037058,36.7957447,22.3,13.4,622
0,0,0,0,1,0,53215,16,-1.3882008,36.7699445,-1.300921,36.828195,24.3,13.4,1424
0,0,1,0,0,0,41370,8,-1.2629666,36.8068369,-1.3090533,36.8371502,21,13.4,845
0,0,0,0,0,1,55049,8,-1.2956928,36.80259,-1.25454,36.83922,24.1,13.4,870
1,0,0,0,0,0,51602,5,-1.2601709,36.8002238,-1.279395,36.825364,20.5,13.4,1070
0,0,0,0,1,0,44488,15,-1.2844665,36.7866113,-1.2297202,36.8745508,20.7,13.4,1264
1,0,0,0,0,0,57435,19,-1.2963097,36.7688221,-1.3261259,36.904086,21.2,13.4,2038
0,1,0,0,0,0,36361,9,-1.2942632,36.8113036,-1.2560455,36.7800867,15.3,13.4,836
0,1,0,0,0,0,47492,5,-1.2753109,36.8130185,-1.2650042,36.7903927,21.2,13.4,562
0,0,0,1,0,0,45546,12,-1.276154,36.8224165,-1.2101737,36.8706616,23.211889978889854,13.4,1108
0,1,0,0,0,0,42499,3,-1.2862033,36.8152966,-1.305716,36.809882,23,13.4,471
0,0,0,0,1,0,49600,16,-1.300921,36.828195,-1.3882008,36.7699445,24,13.4,1518
0,0,1,0,0,0,44349,5,-1.31861,36.8113967,-1.3047026,36.8172033,21.1,13.4,573
0,0,0,0,0,1,52995,13,-1.263987,36.798891,-1.2156006,36.8916865,27.9,13.4,984
0,1,0,0,0,0,34982,9,-1.2795796,36.819062,-1.2295075,36.8016971,16.7,13.4,795
0,0,0,1,0,0,57007,10,-1.300921,36.828195,-1.2873232,36.7658572,24.9,13.4,1330
0,0,0,0,1,0,41045,10,-1.3339943,36.7263409,-1.2962603,36.7766164,20.9,13.4,1106
0,1,0,0,0,0,39389,17,-1.1994789,36.8167332,-1.178056,36.9312342,21.6,13.4,3291
0,0,0,0,1,0,48794,10,-1.225322,36.80855,-1.2653185,36.8358841,26.2,13.1,1022
0,0,0,0,1,0,33107,13,-1.2296618,36.8438272,-1.2628473,36.781805,23.211889978889854,13.1,2451
1,0,0,0,0,0,41594,17,-1.3700383,36.9190174,-1.3173869,36.8112044,24.9,13.1,1741
0,0,0,1,0,0,40739,20,-1.3015998,36.8764939,-1.2707742,36.7578609,21.5,13.1,3959
0,0,1,0,0,0,40819,15,-1.3178263,36.7141818,-1.293278,36.827789,23.1,13.1,3871
0,0,1,0,0,0,48270,3,-1.280572,36.826162,-1.2706041,36.8303142,23.5,13.1,1346
0,0,0,0,1,0,53489,15,-1.264945,36.784678,-1.3307985,36.8036471,26.4,13.1,1684
0,0,0,0,0,0,41143,14,-1.225322,36.80855,-1.2237773,36.8861711,23.8,13.1,1769
0,0,0,0,0,1,43194,4,-1.2628473,36.781805,-1.266837,36.799249,24.2,13.1,429
1,0,0,0,0,0,53229,12,-1.2551895,36.7822034,-1.2416156,36.8736721,19.5,13.1,1191
1,0,0,0,0,0,40118,11,-1.3169591,36.7000029,-1.2969741,36.7856612,20.1,13.1,1471
1,0,0,0,0,0,44247,8,-1.2551895,36.7822034,-1.2377323,36.8059983,20.2,13.1,773
0,0,1,0,0,0,38285,8,-1.2551895,36.7822034,-1.3016151,36.8117354,22.4,13.1,3642
0,1,0,0,0,0,35608,7,-1.2551895,36.7822034,-1.2927799,36.8250456,19.7,13.1,629
0,0,0,1,0,0,60027,15,-1.270212,36.8210877,-1.2927792,36.9053492,21.9,13.1,2673
0,0,0,1,0,0,32908,10,-1.2996533,36.8292629,-1.2991441,36.7528804,17.9,13.1,1343
1,0,0,0,0,0,58081,16,-1.2156006,36.8916865,-1.3285517,36.9018,26.1,13.1,1728
1,0,0,0,0,0,54559,8,-1.3034396,36.8329998,-1.2620741,36.8158147,25.8,13.1,1826
0,0,0,1,0,0,51179,1,-1.2985032,36.7821448,-1.3043649,36.7816132,22.1,13.1,228
0,0,0,0,1,0,51278,8,-1.2551895,36.7822034,-1.2864747,36.7973884,21.1,13.1,941
0,1,0,0,0,0,59437,8,-1.257309,36.8060084,-1.2224213,36.8165253,23.5,13.1,2789
0,0,0,0,0,0,43943,12,-1.3056547,36.8189009,-1.2975623,36.9025949,25.1,13.1,1792
0,0,0,1,0,0,60919,16,-1.263593,36.7882903,-1.3416856,36.7180208,21,13.1,1896
0,0,1,0,0,0,40041,7,-1.257028,36.7810435,-1.287428,36.7800821,25.2,13.1,1021
0,1,0,0,0,0,47575,9,-1.296797,36.7764525,-1.2668265,36.7680484,18.7,13.1,1350
0,0,0,0,0,1,53031,20,-1.2628473,36.781805,-1.293515,36.897607,24.8,13.1,1807
1,0,0,0,0,0,50358,5,-1.2643994,36.812919,-1.2730069,36.811159,23.1,13.1,841
0,0,0,1,0,0,43436,7,-1.2963097,36.7688221,-1.2865096,36.8169364,22,13.1,1320
1,0,0,0,0,0,52053,10,-1.225322,36.80855,-1.28878,36.8168312,24.6,13.1,818
0,1,0,0,0,0,43465,9,-1.3005044,36.7871991,-1.3226567,36.8221416,23.211889978889854,13.1,1680
0,0,0,1,0,0,70715,11,-1.2242979,36.7647642,-1.2000518,36.7805946,23.211889978889854,13.1,1542
0,0,0,0,1,0,43639,5,-1.290894,36.822971,-1.2836583,36.7886014,23.8,13.1,3422
1,0,0,0,0,0,37540,15,-1.2644742,36.8083457,-1.2143387,36.7914548,22.4,13.1,3219
0,0,0,0,1,0,41941,7,-1.2325706,36.8083923,-1.267181,36.8076681,23.211889978889854,13.1,1228
0,0,0,0,1,0,42414,19,-1.2407216,36.7888553,-1.3326173,36.7146233,23.211889978889854,13.1,2350
0,1,0,0,0,0,34134,7,-1.2551895,36.7822034,-1.289498,36.818878,16.1,13.1,1591
0,0,0,1,0,0,45482,13,-1.3244885,36.897792,-1.2777297,36.8455524,23.211889978889854,13.1,2318
0,1,0,0,0,0,39095,20,-1.2035228,36.7772505,-1.2963097,36.7688221,23.211889978889854,13.1,2369
0,0,1,0,0,0,42733,11,-1.2620197,36.7800096,-1.3147095,36.8472337,19.2,13.1,1213
1,0,0,0,0,0,43429,6,-1.3396256,36.8863135,-1.3333725,36.8717613,23.211889978889854,13.1,643
0,0,0,0,1,0,58507,17,-1.2596241,36.762407,-1.2219929,36.8349924,19.3,13.1,2657
0,1,0,0,0,0,53146,19,-1.2343087,36.84749,-1.2513529,36.752172,20,13.1,2507
0,0,0,1,0,0,53797,12,-1.3463042,36.768164,-1.2863535,36.8193957,26.4,13.1,1023
0,0,0,1,0,0,49284,10,-1.2128018,36.8326371,-1.26071,36.8206332,23.211889978889854,13.1,1123
0,0,0,0,1,0,37563,20,-1.2551895,36.7822034,-1.3251247,36.8995926,24.9,13.1,3842
0,0,0,1,0,0,36132,7,-1.2551895,36.7822034,-1.2989934,36.8136694,15.2,13.1,1110
0,0,0,1,0,0,33984,9,-1.2592428,36.7894541,-1.3004846,36.7901591,18.5,13.1,1329
0,0,0,1,0,0,39210,19,-1.2946528,36.8153656,-1.351703,36.907065,21.9,13.1,1714
0,0,1,0,0,0,56714,11,-1.303596,36.778378,-1.2600926,36.8088685,25.5,13.1,956
1,0,0,0,0,0,44799,9,-1.2551895,36.7822034,-1.2983462,36.8139996,19.5,13.1,1541
0,0,0,1,0,0,51387,8,-1.304735,36.7846054,-1.2562249,36.7868661,22.3,13.1,979
0,0,0,0,1,0,51919,9,-1.2815826,36.8205195,-1.2592902,36.7634987,22.7,13.1,1285
0,0,0,1,0,0,48203,13,-1.3189979,36.7104076,-1.2967702,36.8040381,23.6,13.1,1539
0,0,0,0,1,0,30053,12,-1.225322,36.80855,-1.2494503,36.8531852,20.1,13.1,1045
0,0,0,1,0,0,39927,6,-1.3024794,36.8228284,-1.2963097,36.7688221,22.2,13.1,944
0,0,0,0,1,0,56663,17,-1.32943,36.894243,-1.2966785,36.7896469,24.2,13.1,2154
0,0,0,1,0,0,38599,18,-1.2763087,36.8170342,-1.3123394,36.907962,23.211889978889854,13.1,2454
1,0,0,0,0,0,56375,3,-1.28878,36.8168312,-1.2896399,36.8124498,26.9,13.1,815
0,0,0,0,1,0,44564,9,-1.2962603,36.7766164,-1.2696012,36.8208656,20.7,13.1,1977
0,0,0,0,0,0,41930,17,-1.2022049,36.8000124,-1.2879179,36.7903517,18.1,13.1,2177
1,0,0,0,0,0,44866,15,-1.2242368,36.8148681,-1.2962832,36.7849683,22.7,13.1,3643
0,0,0,1,0,0,39217,10,-1.3147074,36.811722,-1.3038645,36.8684596,19,13.1,1254
0,0,0,0,0,0,48451,8,-1.2976314,36.777256,-1.2649605,36.7981777,23.211889978889854,13.1,1243
0,0,1,0,0,0,36862,7,-1.2839186,36.8222431,-1.2535486,36.7933541,19.5,13.1,1373
0,0,0,1,0,0,38024,7,-1.3210189,36.8410551,-1.2865958,36.8244585,28,13.1,1645
0,0,0,0,1,0,44821,1,-1.2551895,36.7822034,-1.2606254,36.783056,19.7,13.1,438
0,0,1,0,0,0,61926,12,-1.2297202,36.8745508,-1.2601709,36.8002238,22.2,13.1,1451
0,0,1,0,0,0,44897,10,-1.2551895,36.7822034,-1.3201096,36.8180968,20.3,13.1,2551
0,0,0,1,0,0,38189,7,-1.2745321,36.765088,-1.2629666,36.8068369,23.5,13.1,832
0,0,0,0,1,0,34306,3,-1.28878,36.8168312,-1.3012902,36.80964,19,13.1,721
0,0,0,1,0,0,41405,9,-1.2551895,36.7822034,-1.29387,36.7907813,22.7,13.1,1094
0,0,0,0,0,0,35064,14,-1.2268871,36.8073946,-1.2237773,36.8861711,20.1,13.1,2259
0,1,0,0,0,0,32089,11,-1.225322,36.80855,-1.281754,36.8324229,19.7,13.1,1634
0,0,0,0,1,0,50477,7,-1.2248308,36.8012573,-1.2615584,36.8149506,23.211889978889854,13.1,931
1,0,0,0,0,0,49489,6,-1.2551895,36.7822034,-1.2729217,36.7624829,23.211889978889854,13.1,520
0,0,0,1,0,0,71489,12,-1.2745187,36.7876436,-1.2593592,36.7775322,18.3,13.1,2073
0,0,0,1,0,0,53927,13,-1.2232123,36.8932547,-1.28878,36.8168312,26,13.1,1312
1,0,0,0,0,0,37124,10,-1.290894,36.822971,-1.2413316,36.8785525,17.4,13.1,3126
1,0,0,0,0,0,46585,15,-1.304033,36.7848695,-1.2898851,36.8791504,24.8,13.1,2288
0,1,0,0,0,0,60522,5,-1.2827651,36.8433831,-1.2705887,36.8292101,20.8,13.1,3257
1,0,0,0,0,0,59333,31,-1.2672213,36.8275035,-1.1559779,36.6405079,23.211889978889854,13.1,3141
1,0,0,0,0,0,40720,13,-1.207546,36.7913976,-1.2351541,36.8748505,24.7,13.1,782
0,1,0,0,0,0,51649,15,-1.2553615,36.7895376,-1.3319467,36.7766998,22.7,13.1,1803
0,0,1,0,0,0,48292,6,-1.2801026,36.7825749,-1.2883346,36.8148489,23.3,13.1,1119
1,0,0,0,0,0,44810,17,-1.2156006,36.8916865,-1.2584143,36.8048002,22.7,13.1,2903
0,0,0,0,1,0,49085,13,-1.2311903,36.8102105,-1.300921,36.828195,25.2,13.1,1511
1,0,0,0,0,0,48011,5,-1.28878,36.8168312,-1.2614176,36.8213992,23.211889978889854,13.1,2446
0,0,0,0,1,0,57149,5,-1.2655306,36.828148,-1.281337,36.818968,27.2,13.1,1390
0,1,0,0,0,0,36868,6,-1.255956,36.772901,-1.3014461,36.7661381,17.2,13.1,1209
1,0,0,0,0,0,42795,7,-1.2857671,36.7875614,-1.260317,36.7989145,22.9,13.1,586
0,0,0,0,1,0,36164,6,-1.2784495,36.7981729,-1.262471,36.8194216,17.6,13.1,2227
0,0,0,0,1,0,54643,7,-1.255956,36.789867,-1.2823851,36.8186472,22.6,13.1,966
0,1,0,0,0,0,42364,8,-1.2868838,36.8284259,-1.3206842,36.8362301,21.5,13.1,930
0,1,0,0,0,0,42545,4,-1.273056,36.811298,-1.2867132,36.8118433,23.211889978889854,13.1,882
0,0,0,0,1,0,44348,8,-1.2765736,36.8513646,-1.2527958,36.8003131,17.5,13.1,1166
0,1,0,0,0,0,51171,7,-1.225322,36.80855,-1.2527958,36.8003131,27.5,13.1,453
1,0,0,0,0,0,55358,13,-1.3025043,36.7535329,-1.3529387,36.6642562,24.5,13.1,1890
1,0,0,0,0,0,38984,15,-1.2395125,36.7455843,-1.296797,36.7764525,22.8,13.1,1399
1,0,0,0,0,0,45693,4,-1.2551895,36.7822034,-1.2652108,36.8056075,19.2,13.1,308
0,0,0,1,0,0,62206,8,-1.316961,36.820337,-1.2849815,36.7767751,20.3,13.1,1098
0,0,1,0,0,0,57331,6,-1.2765492,36.7669809,-1.2885417,36.8100523,18.3,13.1,1034
0,0,0,1,0,0,55440,4,-1.2924173,36.7797814,-1.3043728,36.8044157,20.1,13.1,838
0,0,1,0,0,0,56790,21,-1.214328,36.7911903,-1.2216291,36.9180415,23.5,13.1,2731
0,0,0,0,1,0,53596,12,-1.316961,36.820337,-1.327079,36.881469,24.1,13.1,1319
0,0,1,0,0,0,53194,30,-1.2861184,36.8159704,-1.1140714,37.0056922,25.2,13.1,3428
0,1,0,0,0,0,33155,10,-1.2689559,36.8097614,-1.266748,36.741316,15.4,13.1,966
0,0,0,1,0,0,28194,17,-1.200059,36.7665764,-1.285709,36.8219844,18.5,13.1,3247
0,1,0,0,0,0,42571,17,-1.29237,36.8241297,-1.3361484,36.9161128,24.1,13.1,2767
0,1,0,0,0,0,52449,10,-1.2551895,36.7822034,-1.297694,36.749788,22.2,13.1,3441
0,0,0,0,1,0,46789,10,-1.2217967,36.81099,-1.2717851,36.8105363,21.8,13.1,1346
0,1,0,0,0,0,42037,8,-1.3147074,36.811722,-1.268027,36.8037005,21.6,13.1,1253
0,0,0,1,0,0,38158,16,-1.2551895,36.7822034,-1.3194518,36.869396,24.2,13.1,3641
0,0,0,0,0,1,52179,12,-1.255956,36.772901,-1.2201106,36.803634,21.3,13.1,1803
0,0,1,0,0,0,31780,14,-1.2551895,36.7822034,-1.2482465,36.8889062,15.2,13.1,1401
0,0,0,0,1,0,34754,3,-1.2519787,36.7806491,-1.2622145,36.8087391,20.4,13.1,505
0,0,1,0,0,0,40999,10,-1.225322,36.80855,-1.28878,36.8168312,22.5,13.1,1013
0,0,0,1,0,0,50755,12,-1.2600926,36.8088685,-1.228911,36.881876,30.1,13.1,1031
1,0,0,0,0,0,42847,9,-1.3043821,36.7840586,-1.2551895,36.7822034,19.3,13.1,784
0,0,1,0,0,0,54849,13,-1.2551895,36.7822034,-1.3043952,36.7664138,23.211889978889854,13.1,1580
0,0,0,1,0,0,58628,23,-1.1983052,36.9289714,-1.2963097,36.7688221,22.2,13.1,3727
1,0,0,0,0,0,50729,8,-1.2995132,36.8043032,-1.2551895,36.7822034,19.5,13.1,643
0,0,0,1,0,0,32732,7,-1.2535486,36.7933541,-1.2782978,36.8273238,23.211889978889854,13.1,1517
0,0,0,1,0,0,44940,18,-1.3700383,36.9190174,-1.298701,36.8192575,26.3,13.1,3237
0,1,0,0,0,0,38025,7,-1.3271684,36.8173021,-1.312469,36.815177,21.6,13.1,1199
0,0,0,1,0,0,35396,9,-1.2600926,36.8088685,-1.303596,36.778378,13.3,13.1,936
0,0,1,0,0,0,43095,3,-1.2551895,36.7822034,-1.2560594,36.7798023,20.3,13.1,412
1,0,0,0,0,0,37513,9,-1.2594474,36.8089122,-1.2273124,36.8163603,18.4,13.1,919
0,0,0,1,0,0,45111,10,-1.3047891,36.7739622,-1.331101,36.7566023,18.8,13.1,1537
0,0,0,1,0,0,52963,6,-1.299313,36.7831488,-1.3175119,36.8058513,21.8,13.1,1046
0,1,0,0,0,0,62270,11,-1.2615888,36.7928732,-1.225322,36.80855,21,13.1,1560
0,1,0,0,0,0,30785,14,-1.1855066,36.8254646,-1.2638898,36.8223638,18.4,13.1,1428
0,0,0,0,1,0,43654,8,-1.2551895,36.7822034,-1.2965924,36.8179314,20.9,13.1,1251
0,1,0,0,0,0,60257,11,-1.2579304,36.8019667,-1.3083777,36.8590077,21.7,13.1,2206
1,0,0,0,0,0,43124,17,-1.228911,36.881876,-1.303596,36.778378,22.7,13.1,3264
0,0,0,1,0,0,54748,7,-1.2869217,36.7732203,-1.2682322,36.7935927,23.8,13.1,611
0,1,0,0,0,0,45357,9,-1.267229,36.806399,-1.3018758,36.7590863,21.3,13.1,1411
0,0,0,0,1,0,44136,7,-1.3018758,36.7590863,-1.3046965,36.8016456,21.2,13.1,1098
0,0,0,0,1,0,47576,8,-1.2551895,36.7822034,-1.2900272,36.7935096,19.9,13.1,872
0,0,0,1,0,0,47060,5,-1.2600926,36.8088685,-1.2628473,36.781805,20.4,13.1,483
1,0,0,0,0,0,56111,4,-1.2641496,36.7914139,-1.2555811,36.802267,23.211889978889854,13.1,623
